dates,comments
2015-10-24 15:01:23,61
2015-10-24 16:30:01,69
2015-10-24 19:47:01,207
2015-10-24 23:23:46,148
2015-10-25 15:00:00,331
2015-10-25 19:31:08,143
2015-10-26 01:42:41,185
2015-10-26 13:00:01,3764
2015-10-26 17:51:30,119
2015-10-26 19:35:13,89
2015-10-27 17:25:48,187
2015-10-29 17:46:34,560
2015-10-29 18:36:39,125
2015-10-29 20:06:59,206
2015-10-30 01:00:01,1054
2015-10-30 14:07:40,332
2015-10-30 19:00:01,516
2015-10-31 02:25:42,160
2015-10-31 03:00:00,158
2015-10-31 16:00:05,675
2015-10-31 17:38:18,137
2015-10-31 18:35:05,262
2015-10-31 21:24:52,117
2015-11-02 16:51:04,342
2015-11-02 19:03:13,137
2015-11-03 00:30:00,69
2015-11-03 03:41:13,655
2015-11-03 14:52:57,97
2015-11-03 17:16:42,61
2015-11-03 19:00:18,62
2015-11-03 23:22:58,58
2015-11-04 16:34:38,70
2015-11-04 19:06:36,61
2015-11-04 23:42:07,103
2015-11-05 15:49:10,411
2015-11-05 22:27:02,49
2015-11-05 23:30:56,43
2015-11-06 00:44:04,204
2015-11-07 03:23:49,314
2015-11-07 16:43:07,655
2015-11-08 19:02:57,842
2015-11-09 23:22:06,969
2015-11-10 16:47:33,20467
2015-11-11 15:22:43,820
2015-11-11 18:08:48,371
2015-11-12 00:03:46,543
2015-11-12 14:45:56,2178
2015-11-12 15:30:27,133
2015-11-12 16:24:03,188
2015-11-12 18:05:23,1414
2015-11-12 18:31:52,73
2015-11-12 19:09:58,259
2015-11-12 19:38:08,61
2015-11-12 22:50:21,78
2015-11-13 00:12:41,216
2015-11-13 01:18:43,81
2015-11-13 19:18:18,60
2015-11-13 20:57:40,216
2015-11-16 02:44:42,174
2015-11-16 14:23:23,538
2015-11-16 18:15:01,440
2015-11-16 21:05:00,513
2015-11-17 01:15:00,234
2015-11-17 16:33:07,76
2015-11-17 17:06:19,31
2015-11-17 18:53:25,151
2015-11-17 22:32:58,244
2015-11-18 04:28:27,149
2015-11-18 13:22:57,280
2015-11-18 15:16:24,133
2015-11-18 17:09:09,44
2015-11-18 17:46:19,244
2015-11-18 19:34:46,18
2015-11-18 21:18:19,64
2015-11-19 00:59:38,194
2015-11-19 11:45:00,2241
2015-11-19 14:39:33,178
2015-11-19 20:21:56,78
2015-11-19 20:50:22,72
2015-11-20 00:05:01,190
2015-11-20 01:30:00,104
2015-11-20 13:37:14,1385
2015-11-20 15:09:35,1473
2015-11-20 15:58:24,881
2015-11-20 16:23:41,22
2015-11-20 16:26:56,98
2015-11-20 17:17:19,1114
2015-11-20 17:32:40,174
2015-11-20 19:03:45,37
2015-11-20 20:05:01,131
2015-11-20 22:00:58,35
2015-11-20 22:03:00,88
2015-11-20 23:12:32,44
2015-11-21 01:03:41,61
2015-11-21 02:30:01,126
2015-11-21 14:39:40,70
2015-11-21 18:15:01,62
2015-11-21 19:30:05,98
2015-11-21 22:00:01,62
2015-11-22 00:15:01,210
2015-11-22 17:11:24,181
2015-11-22 17:24:06,78
2015-11-22 19:08:28,580
2015-11-23 01:41:11,285
2015-11-23 16:00:03,207
2015-11-23 17:15:00,406
2015-11-23 19:26:27,100
2015-11-23 19:42:42,224
2015-11-23 20:08:22,984
2015-11-24 01:12:58,178
2015-11-24 11:45:00,1975
2015-11-24 13:59:02,714
2015-11-24 16:09:16,201
2015-11-24 18:01:06,94
2015-11-24 19:21:53,185
2015-11-25 03:22:09,63
2015-11-25 15:35:50,65
2015-11-25 18:20:54,93
2015-11-25 19:11:21,550
2015-11-26 02:30:23,254
2015-11-26 15:49:58,947
2015-11-26 19:55:43,34
2015-11-27 01:42:18,45
2015-11-27 02:04:01,117
2015-11-27 16:50:14,43
2015-11-27 19:05:00,191
2015-11-28 01:31:29,395
2015-11-28 15:08:00,265
2015-11-28 18:00:39,254
2015-11-29 16:11:17,1476
2015-11-29 18:15:33,138
2015-11-30 19:24:41,131
2015-12-01 14:41:38,74
2015-12-01 16:00:00,13
2015-12-01 16:00:20,76
2015-12-01 16:39:33,263
2015-12-01 22:53:46,77
2015-12-02 01:20:27,145
2015-12-02 02:50:36,25
2015-12-02 05:57:21,225
2015-12-02 15:45:19,70
2015-12-02 19:52:16,146
2015-12-03 01:23:44,78
2015-12-03 13:40:41,72
2015-12-03 22:11:05,16
2015-12-03 23:24:58,66
2015-12-04 00:40:00,60
2015-12-04 01:58:57,37
2015-12-04 03:44:04,76
2015-12-04 21:52:01,90
2015-12-04 22:18:39,77
2015-12-04 23:52:02,73
2015-12-05 00:55:01,40
2015-12-05 02:15:01,42
2015-12-05 13:15:00,7
2015-12-08 02:10:00,51
2015-12-08 13:31:22,212
2015-12-08 18:09:15,138
2015-12-08 20:00:30,102
2015-12-08 22:55:47,164
2015-12-09 00:04:27,1871
2015-12-09 12:00:01,478
2015-12-09 15:00:07,164
2015-12-09 19:30:01,15
2015-12-09 20:13:32,298
2015-12-09 22:22:18,25
2015-12-10 00:22:03,198
2015-12-10 01:30:00,78
2015-12-10 17:17:55,22
2015-12-11 02:08:06,566
2015-12-11 05:33:38,252
2015-12-11 12:30:01,283
2015-12-11 14:46:59,21
2015-12-11 16:18:09,13
2015-12-11 16:53:54,98
2015-12-11 19:02:20,27
2015-12-11 22:05:01,91
2015-12-12 00:12:05,116
2015-12-12 06:21:20,268
2015-12-12 14:30:05,268
2015-12-12 16:30:31,226
2015-12-12 18:05:00,12
2015-12-12 18:10:59,24
2015-12-12 18:37:39,25
2015-12-12 19:19:30,8
2015-12-12 21:00:03,16
2015-12-14 05:14:27,1537
2015-12-14 11:26:02,336
2015-12-14 17:00:00,25
2015-12-14 21:45:38,77
2015-12-15 00:57:41,298
2015-12-15 05:39:27,289
2015-12-15 17:36:31,69
2015-12-15 19:00:00,101
2015-12-15 20:17:32,112
2015-12-15 23:20:00,65
2015-12-16 14:45:09,78
2015-12-16 19:00:01,24
2015-12-16 22:31:23,44
2015-12-17 00:36:57,86
2015-12-17 15:54:06,55
2015-12-17 20:47:20,22
2015-12-18 01:19:25,173
2015-12-18 17:41:00,24
2015-12-18 20:54:31,25
2015-12-18 21:00:01,34
